Bank,Fiscal year,CET1 ratio,Cash and balances with central banks,Customer deposits,Debt securities issued / wholesale funding,Fee and commission expense,Fee and commission income,Impairment losses / credit loss expense,Interest expense,Interest income,Loan loss allowance,Loans and advances to customers (gross),Net interest income,Net profit,Operating expenses,Risk-weighted assets (RWA),Total assets,Total equity,Total operating income,asset_quality_value,asset_quality_type,asset_quality_ratio_label,year,roa,margin_proxy,cost_to_income,loans_to_assets,deposits_to_assets,loan_to_deposit,cost_of_risk,log_assets,loan_growth,country,internet_banking,internet_frequent,internet_purchases,post2020,z_banking,z_freq,z_purchases,digital_index_2,digital_index_3,gdp_growth,unemployment,inflation,policy_rate
Intesa Sanpaolo,2021,12.8,10483,458239,86558,2723,12087,-2843,2480,10473,-14218,603649,7993,4185,12999,331732,1069003,64066,20918,1.6,NPL,Net non-performing loans / Loans to customers,2021,0.00391486272723275,0.00747706040114012,0.6214265226121044,0.5646841028509743,0.4286601627871951,1.3173234927625104,-0.00470969056521256,13.88223699636433,0.25581777557720065,Italy,45.15,78.93,39.78,1,-1.265474660019829,-0.7763865039977066,-1.4950743773128998,-1.0209305820087675,-1.1789785137768118,8.9,9.5,2,-0.5
Intesa Sanpaolo,2022,13.8,112924,454025,76079,2708,11285,-3113,3547,13232,-8508,558599,9685,4354,10934,295443,975683,61821,21470,1.2,NPL,Net non-performing loans / Loans to customers,2022,0.00446251497668812,0.00992637977703823,0.5092687470889613,0.5725209929864515,0.4653406895477322,1.2303265238698309,-0.00557287069973272,13.790893017555916,-0.074629461823013,Italy,48.35,81.93,37.28,1,-1.2611874517541186,-0.9304275015369374,-1.6441164031181157,-1.095807476645528,-1.2785771188030572,4.8,8.1,8.7,0.011643835616438355
Intesa Sanpaolo,2023,13.7,89270,440449,108428,2727,10528,-1416,15589,32525,NA,NA,16936,7724,12578,302110,963570,64127,25138,1.8,NPL,NPL ratio ... in gross terms,2023,0.00801602374503149,0.01757630478325394,0.5003580237091256,NA,0.4571011965918408,NA,NA,13.778400415987893,NA,Italy,51.55,84.46,39.19,1,-1.3029874337428538,-0.8617553191069854,-1.7337470670456463,-1.0823713764249197,-1.2994966066318283,0.9,7.7,5.9,3.3075342465753423
Intesa Sanpaolo,2024,13.9,40533,443457,110369,2781,11392,-1139,16512,34602,-7498,560388,18090,8666,11570,282109,933285,65321,27107,1.2,NPL,Net non-performing loans / Net loans to customers,2024,0.00928548085525857,0.01938314662723605,0.42682701885121926,0.6004468088526013,0.4751571063501503,1.2636805823338002,-0.00203252032520325,13.74646589942211,NA,Italy,55.01,87.37,41.86,1,-1.3238370593772706,-0.7404661716135388,-1.7965812510324055,-1.032151615495405,-1.2869614940077383,0.8,6.5,1.1,3.73224043715847
Jyske Bank,2015,16.1,2825,144920,279393,414,2246,1372,5924,13628,6713,410030,7704,2476,5665,176904,543399,30040,10241,4.7,NPL,Non-performing loans and advances amounted to 4.7%,2015,0.00455650452061928,0.01417742763604644,0.5531686358754028,0.7545652457954468,0.26669169431669915,2.8293541264145734,0.00334609662707606,13.205599135707692,NA,Denmark,84.89,87.29,67.34,0,1.1238688284959344,1.246556637763638,1.4022273481418892,1.185212733129786,1.2575509381338206,2.1,6.3,0.2,-0.2063013698630137
Jyske Bank,2016,16.5,2068,154648,322240,452,1980,201,5079,11652,5937,438592,6573,3116,5621,182195,586703,32514,9728,3.7,NPL,NPL ratio,2016,0.00531103471432735,0.01120328343301466,0.5778166118421053,0.747553702640007,0.2635882209567703,2.836066421809529,4.5828469283525465e-4,13.282274008246713,0.06965831768407194,Denmark,87.86,89.34,71.12,0,1.1794737257010193,1.2355781774868897,1.4712240843760942,1.2075259515939545,1.2954253291880011,3.1,6,0,-0.3795081967213115
Jyske Bank,2017,16.4,19347,160023,341521,426,2380,-179,4931,11219,5157,447673,6288,3143,6027,187998,597440,34604,9850,2.9,NPL,NPL ratio,2017,0.00526077932512051,0.01052490626673808,0.6118781725888325,0.7493187600428495,0.2678478173540439,2.7975541015978953,-3.998454228867946e-4,13.300409139335494,0.02070489201809433,Denmark,89.77,91.36,68.82,0,1.1604708685654492,1.2579050587930798,1.172134962796888,1.2091879636792644,1.196836963385139,3.1,5.8,1.1,-0.4
Jyske Bank,2018,16.4,6081,148701,359763,471,2325,468,4678,10394,5607,487044,5716,2500,5415,188433,599947,34332,9023,1.5,NPL,NPL ratio,2018,0.00416703475473666,0.00952750826322992,0.6001329934611548,0.8118117100343863,0.24785689402563893,3.2753243085117116,9.608988099637816e-4,13.304596596963332,0.08794588907528489,Denmark,89.47,91.69,73.04,0,1.146542640549212,1.2082881451381906,1.379168357941016,1.1774153928437014,1.244666381209473,1.9,5.1,0.7,-0.4
Jyske Bank,2019,17.4,9889,140235,395593,423,2734,-101,4727,10038,5227,502918,5311,2440,5495,181448,649738,35710,8473,1.4,NPL,NPL ratio,2019,0.00375535985274064,0.00817406400733834,0.6485306266965656,0.7740319944346798,0.21583315120864105,3.5862516490177203,-2.0082796797887527e-4,13.384324483691405,0.03259253784052363,Denmark,90.78,92.09,73.89,0,1.1069686219073278,1.0364187435642684,1.235150578757353,1.071693682735798,1.126179314742983,1.7,5,0.7,-0.42876712328767125
Jyske Bank,2020,17.9,34951,136953,412525,377,2468,968,3942,8992,5761,508309,5050,1609,5424,179426,672648,36632,8502,1,NPL,NPL ratio,2020,0.00239203862941687,0.00750764144099142,0.6379675370501059,0.7556835075700812,0.203602775894673,3.711557979744876,0.0019043534542965,13.418977440594766,0.01071944134033775,Denmark,94.32,93.79,79.36,1,1.1734893556338108,1.0493744847920456,1.2482176326180867,1.111431920212928,1.1570271576813145,-1.8,5.6,0.3,-0.5
Jyske Bank,2021,18.2,30685,134212,413465,455,2763,-218,3734,8776,5443,504100,5042,3176,5432,188181,647122,38266,9241,1.1,NPL,Share of non-performing loans (net),2021,0.00490788444837294,0.00779142109215882,0.5878151715182339,0.7789875788491196,0.20739829583911537,3.7559979733555866,-4.3245387819877007e-4,13.380290118303945,-0.00828039637307231,Denmark,94.59,94.68,82.48,1,1.1968330855866942,1.1219513476564285,1.187331244406456,1.1593922166215611,1.168705225883193,6.5,5.1,1.9,-0.5
Jyske Bank,2022,15.2,58519,208405,419591,479,3008,-605,5401,11298,4741,557383,5897,3752,5584,220921,749997,40624,9536,1.2,Stage3,"stage 3 loans amounted to 1.2% of loans, advances and guarantees",2022,0.00500268667741337,0.00786269811745913,0.5855704697986577,0.7431803060545575,0.2778744448311127,2.674518365682206,-0.00108542958791351,13.527824485504492,0.1056992660186471,Denmark,94.35,93.54,77.85,1,1.160599669529941,1.0151014313833453,1.03945728031568,1.0878505504566431,1.0717194604096554,0.4,4.5,8.6,0.011643835616438355
Jyske Bank,2023,16.9,74737,218309,439428,501,3079,127,15325,24973,4972,571792,9648,5904,6844,225520,779675,45886,14859,1.1,Stage3,"stage 3 loans amounted to 1.1% of loans, advances and guarantees",2023,0.00757238593003495,0.01237438676371565,0.4605962716198937,0.7333722384326803,0.28,2.619186565831001,2.2210873884209644e-4,13.566632445169432,0.02585116517726593,Denmark,96.22,95.19,79.78,1,1.1822892370094933,1.066162602746271,1.0338869695839463,1.124225919877882,1.0941129364465705,0.6,5.1,3.4,3.3075342465753423
Jyske Bank,2024,17.6,37392,198860,428802,491,3228,21,16624,25980,4756,584177,9356,5312,6917,229519,750200,50588,14103,1.1,Other,"stage-3 loans amounted to 1.1% of loans, advances and guarantees",2024,0.00708077845907757,0.0124713409757398,0.49046302205204567,0.7786950146627566,0.2650759797387363,2.937629488082068,3.594800890825897e-5,13.528095116629924,0.021659974256373,Denmark,97.76,96.52,81.79,1,1.228690222015152,1.0848826872531188,1.064436247708521,1.156786454634135,1.1260030523255973,3.5,6.2,1.3,3.73224043715847
KBC Group,2015,14.9,7038,170109,21463,670,2348,-747,2839,7150,5623,143400,4311,2639,3890,89067,252356,15811,7148,8.6,Impaired,Impaired loans ratio,2015,0.01045744900061817,0.01708300971643234,0.5442081701175154,0.5682448604352581,0.6740834376832728,0.8429889071124984,-0.0052092050209205,12.438596067986644,NA,Belgium,62.28,73.32,42.27,0,0.25091447544150924,0.15625285025793337,-0.06303671262625574,0.2035836628497213,0.11471020435772895,1.5,8.7,0.6,-0.2063013698630137
KBC Group,2016,15.8,20148,177730,32659,651,2101,-201,2384,6642,-5094,147526,4258,2427,3948,87782,275200,17357,7211,7.2,Impaired,Impaired loans ratio,2016,0.00881904069767441,0.01547238372093023,0.5474968797670227,0.5360683139534884,0.6458212209302325,0.8300568277724638,-0.00136247169990374,12.525253385041326,0.02877266387726629,Belgium,64.48,74.14,46.35,0,0.25423836374882697,-0.00772251396976749,0.05187440125217216,0.12325792488952972,0.09946341701041056,1.2,7.9,1.8,-0.3795081967213115
KBC Group,2017,16.3,29727,193968,41227,908,2615,30,2216,6337,4058,154160,4121,2575,4074,92410,292342,18803,7700,6,Impaired,Impaired loans ratio,2017,0.00880817672452128,0.0140965034103892,0.5290909090909091,0.5273275820785245,0.6634968632628907,0.7947702713849707,1.9460300985988584e-4,12.585679628768997,0.04496834456299226,Belgium,66.63,76.2,48.55,0,0.2352177087079819,-0.0048999106372435,0.00286726603720908,0.11515889903536916,0.07772835470264915,1.5,7.2,2.2,-0.4
KBC Group,2018,16,18691,194291,34648,737,2456,17,2453,6996,-3523,164824,4543,2570,4234,94875,283808,19633,7512,4.3,Impaired,Impaired loans ratio,2018,0.00905541774720938,0.01600730071033938,0.5636315228966986,0.5807588228661631,0.6845860581801781,0.84833574380697,1.031403193709654e-4,12.55605323217618,0.06917488323819398,Belgium,68.74,82.17,49.02,0,0.2731692642245761,0.330558653647708,-0.05304965836465473,0.30186395893614204,0.18355941983587645,1.9,6,2.3,-0.4
KBC Group,2019,17.1,8356,203369,30185,741,2476,-217,2626,7244,-2855,175431,4618,2489,4303,99071,290735,20365,7629,3.5,Impaired,Impaired loans ratio,2019,0.00856106075979844,0.01588388050974255,0.5640319832219164,0.6034051627770994,0.6994995442585172,0.8626240970846097,-0.00123695356008915,12.580167478336392,0.0643534922098723,Belgium,71.18,84.58,54.61,0,0.25048138806153475,0.29400960374016344,0.06499477197484602,0.2722454959008491,0.20316192125884808,2.4,5.5,1.3,-0.42876712328767125
KBC Group,2020,17.6,24583,215430,24877,755,2365,-1182,1797,6264,-3695,180891,4467,1440,4156,102111,320743,21530,7195,3.3,Impaired,Impaired loans ratio,2020,0.00448957576626769,0.01392703815827625,0.5776233495482974,0.5639748957888403,0.6716592411993403,0.8396741400919092,-0.00653432177388593,12.678395458389389,0.03112334764095292,Belgium,75.3,84.48,64.64,1,0.3116900682413219,0.01211176112661556,0.37276549447864227,0.16190091468396872,0.2321891079488599,-4.8,5.8,0.4,-0.5
KBC Group,2021,15.5,40653,199476,26617,856,2692,334,1869,6320,-2573,188400,4451,2614,4396,104646,340346,23077,7558,2.9,Impaired,Impaired loans ratio,2021,0.00768041933796783,0.01307786781686871,0.5816353532680604,0.5535543241289747,0.5860976770698054,0.9444745232509174,0.0017728237791932,12.737718026199426,0.04151118629450878,Belgium,75.26,86.2,66.13,1,0.2341225531721699,0.09986214244836034,0.1602274524834703,0.16699234781026512,0.1647373827013335,6.3,6.3,3.2,-0.5
KBC Group,2022,15.3,51427,224407,28338,957,2804,-154,6064,11226,-2619,205720,5161,2743,4818,109981,355872,20807,8463,2.1,Impaired,Impaired loans ratio,2022,0.00770782753349518,0.01450240535923028,0.5693016660758596,0.5780730150166352,0.6305834682132901,0.916727196566952,-7.485903169356406e-4,12.782326394618568,0.0919320594479831,Belgium,79.51,88.65,62.6,1,0.37931008518525783,0.1956667645461202,0.03071932930839942,0.28748842486568904,0.20189872634659248,4,5.6,10.3,0.011643835616438355
KBC Group,2023,15.2,34530,216423,43068,642,2991,-215,14697,20170,-2474,202953,5473,3402,5125,113038,346921,24260,11224,2.1,Impaired,Impaired loans ratio,2023,0.0098062671328631,0.01577592593126389,0.4566108339272986,0.5850121497401426,0.6238394331850767,0.9377607740397278,-0.00105935857070356,12.756852367303171,-0.01345032082442154,Belgium,79.6,89.75,64.97,1,0.257612759107008,0.08872798066969062,0.02406533660823128,0.1731703698883493,0.12346869212830996,1.7,5.5,2.3,3.3075342465753423
KBC Group,2024,15,46834,228747,43590,675,3253,-248,14172,19746,-2448,192067,5574,3415,5097,119945,373048,24311,11167,2,Impaired(APM),Impaired loans ratio (APM),2024,0.00915431794299929,0.01494177692951041,0.45643413629443896,0.5148586777036736,0.613183826210032,0.8396481702492273,-0.0012912160860533,12.829462376673655,-0.05363803442176262,Belgium,83.34,92.55,65.33,1,0.36769739399927515,0.29290072335141004,-0.11493635507824763,0.3302990586753426,0.18188725409081252,1.1,5.7,4.3,3.73224043715847
National Bank of Greece,2015,14.6,2208,42959,1106,256,349,-4263,654,2559,-12843,58218,1905,-4227,1301,NA,111232,9824,1972,NA,NA,NA,2015,-0.03800165420023015,0.0171263665132336,0.65973630831643,0.5233925489067894,0.3862108026467203,1.355199143369259,-0.07322477584252293,11.619373389185007,NA,Greece,13.87,54.59,23.69,0,-1.618157626786033,-1.305550295052147,-1.1489803204871307,-1.46185396091909,-1.3575627474417702,-0.2,25,-1.1,-0.2063013698630137
National Bank of Greece,2016,16.3,1501,40459,536,104,296,-809,342,2124,-11457,53100,1782,-2887,1169,NA,78531,7587,2064,NA,NA,NA,2016,-0.03676255236785473,0.02269167589868969,0.5663759689922481,0.6761661000114605,0.5151978199691841,1.3124397538248598,-0.01523540489642184,11.271248730274856,-0.08791095537462645,Greece,19.16,56.67,23.44,0,-1.5392460932089729,-1.4367003481637013,-1.2608951280320042,-1.487973220686337,-1.4122805231348927,0,23.9,0,-0.3795081967213115
National Bank of Greece,2017,17,1778,40265,1026,69,309,-811,256,1807,-10239,48180,1551,-443,944,NA,64768,7379,1617,NA,NA,NA,2017,-0.00683979743083004,0.02394701086956521,0.5837971552257266,0.7438858695652174,0.621680459486166,1.1965727058239166,-0.0168327106683271,11.078566933207084,-0.09265536723163836,Greece,25.12,59.43,26.11,0,-1.4245601074408278,-1.4018154342089144,-1.291576104228563,-1.4131877708248712,-1.3726505486261018,1.5,21.8,1.1,-0.4
National Bank of Greece,2018,16.1,5138,43027,1146,92,332,-312,243,1337,-9466,39600,1094,-84,921,NA,65095,5638,1320,NA,NA,NA,2018,-0.00129042169137414,0.01680620631384899,0.6977272727272728,0.6083416545049543,0.6609877870804209,0.9203523369047344,-0.00787878787878788,11.083603020331497,-0.17808219178082196,Greece,27.28,61.01,30.13,0,-1.473577488424695,-1.6203610984466854,-1.179385975101296,-1.5469692934356902,-1.424441520657559,2.1,19.7,0.8,-0.4
National Bank of Greece,2019,16,3502,43648,1365,100,355,-342,247,1433,-5757,34811,1186,-255,NA,NA,64248,5277,1681,NA,NA,NA,2019,-0.0039689951438177,0.01845971859046196,NA,0.5418223135350517,0.6793674511268833,0.7975394061583577,-0.00982448076757346,11.070505873868298,-0.1209343434343434,Greece,30.51,64.5,32.43,0,-1.5267296221684867,-1.6910204265751518,-1.2811699476535774,-1.6088750243718193,-1.499639998799072,2.3,17.9,0.5,-0.42876712328767125
National Bank of Greece,2020,NA,9175,48504,910,108,364,-1106,206,1375,-2707,29445,1169,38,NA,NA,77485,5079,2522,NA,NA,NA,2020,4.904175001613216e-4,0.01508679099180486,NA,0.3800090340065819,0.6259792217848615,0.6070633349826818,-0.03756155544235014,11.257839648221434,-0.15414667777426672,Greece,36.55,68.7,38.28,1,-1.4440787217933233,-1.7459984192644136,-1.1949599376786784,-1.5950385705288683,-1.4616790262454715,-9.2,17.6,-1.3,-0.5
National Bank of Greece,2021,16.9,15827,53493,912,134,421,-78,149,1361,-1655,31747,1212,867,915,34700,83958,5772,1903,7,NPE,NPE ratio,2021,0.01032659186736225,0.01443578932323304,0.48081975827640566,0.3781295409609567,0.6371399985707139,0.5934795206849495,-0.00245692506378555,11.338071952783768,0.0781796569876041,Greece,42.4,70.16,46.76,1,-1.4024355479732662,-1.8334292315536929,-1.056592146877277,-1.6179323897634794,-1.430818975468079,8.7,14.7,0.6,-0.5
National Bank of Greece,2022,16.6,14226,55192,1731,117,464,-280,152,1521,-1493,36555,1369,1120,805,36400,78113,6475,2355,5.2,NPE,NPE ratio,2022,0.01433820234788063,0.01752589197700766,0.34182590233545646,0.4679758810953362,0.7065661285573465,0.6623242498912886,-0.00765969087676104,11.265911775241015,0.15144738085488396,Greece,49.78,77.27,45.8,1,-1.1859014608098533,-1.7113202515290595,-1.0805460855717528,-1.4486108561694564,-1.3259225993035553,5.5,12.5,9.3,0.011643835616438355
National Bank of Greece,2023,17.8,9015,57126,2323,80,462,-325,522,2785,-1083,34907,2263,1106,928,37700,74584,7652,2760,3.7,NPE,NPE ratio,2023,0.01482891773034431,0.03034162823125603,0.336231884057971,0.4680226321999356,0.7659283492438056,0.6110527605643665,-0.00931045349070387,11.21968128597653,-0.04508275201750789,Greece,52.01,80.02,48.3,1,-1.277394703307526,-1.6595144591841944,-1.1125806202928603,-1.4684545812458605,-1.3498299275948602,2.1,11.1,4.2,3.3075342465753423
National Bank of Greece,2024,18.3,5380,57593,3618,84,511,-225,696,3052,-895,37034,2356,1158,1053,37400,74957,8452,2885,2.6,NPE,NPE ratio,2024,0.01544885734487773,0.03143135397627973,0.3649913344887348,0.49406993342849903,0.7683471857198126,0.6430295348393034,-0.00607549819085165,11.224669894766713,0.06093333715300653,Greece,54.15,82.53,54.17,1,-1.3751861462076211,-1.7060058958665048,-0.9145595778668458,-1.540596021037063,-1.3319172066469906,2.1,10.1,3,3.73224043715847
Nordea,2015,16.5,35500,193342,201937,1010,4035,-479,3439,8549,-2664,343582,5110,3662,4957,143294,646868,31032,10140,1.62,Impaired,"Impaired loans ratio, basis points",2015,0.00566112406240531,0.00789960239183264,0.4888560157790927,0.5311470037163687,0.2988894179337979,1.7770686141655718,-0.00139413589768963,13.379897534121282,NA,Finland,85.68,84.05,49.27,0,1.1543701084124758,0.9936873269892296,0.3460916649316627,1.0740287177008527,0.831383033444456,0.5,9.4,-0.2,-0.2063013698630137
Nordea,2016,18.4,32099,174028,191750,860,4098,-502,3020,7747,-2426,320113,4727,3766,4800,133157,615659,32410,9927,1.63,Impaired,"Impaired loans ratio, basis points",2016,0.00611702257256046,0.00767795159333332,0.4835297673012995,0.5199517914949672,0.2826694647524035,1.8394338842025424,-0.00156819623070603,13.330448517809852,-0.06830683796007941,Finland,86.41,85.21,47.9,0,1.1220917207895271,0.8977602922424156,0.14069119611862654,1.0099260065159714,0.7201810697168565,2.6,8.9,0.4,-0.3795081967213115
Nordea,2017,19.5,43081,172434,179114,863,4232,-369,2909,7575,-2333,312490,4666,3048,5102,125779,581612,33316,9469,1.86,Impaired,"Impaired loans ratio, basis points",2017,0.00524060714015529,0.00802253048424035,0.5388108564790368,0.5372825870167741,0.2964760011829192,1.812229606690096,-0.00118083778680917,13.27355883772587,-0.02381346586986466,Finland,87.41,87.19,57.51,0,1.066106242063132,0.9105503937189076,0.5197216598688187,0.9883283178910198,0.8321260985502861,3.3,8.7,0.8,-0.4
Nordea,2018,15.5,41578,164958,190422,853,3846,-173,2929,7253,2163,236497,4324,3081,4879,155886,551408,32901,9005,1.82,Impaired,"Impaired loans ratio, basis points",2018,0.00558751414560543,0.00784174331892174,0.5418101054969462,0.42889657023474453,0.2991577924150538,1.4336800882648917,-7.315103362833355e-4,13.220230285990343,-0.24318538193222183,Finland,88.71,87.93,51.2,0,1.1145231631731036,0.8616218753898495,0.07693515743660928,0.9880725192814764,0.6843600653331875,1.2,7.5,1.2,-0.4
Nordea,2019,16.3,35509,168725,193726,920,3931,-536,3334,NA,2328,324909,4318,1542,5986,150215,554848,31528,8635,1.78,Impaired,"Impaired loans ratio, basis points",2019,0.00277913951208258,0.00778231155199261,0.6932252460914882,0.5855819972316743,0.3040922919430186,1.9256719514002072,-0.00164969268318206,13.2264494813444,0.37383983729180503,Finland,90.72,89.82,55.23,0,1.1043467222118817,0.8120154483045181,0.10262426368673146,0.9581810852581998,0.6729954780677103,1.3,6.8,1.1,-0.42876712328767125
Nordea,2020,17.1,32955,183431,174309,897,3856,-908,2013,NA,-2448,332209,4515,2265,4643,155440,552160,33740,8466,1.51,Stage3,"Impairment rate, (stage 3) gross, basis points",2020,0.00410207186322804,0.00817697768762677,0.5484290101582802,0.6016535062300782,0.3322062445667922,1.8110842769215671,-0.00273321914818683,13.22159313833183,0.02246782945378545,Finland,92.18,91.94,59.66,1,1.0765256082615755,0.8432589059756058,0.07658671404831362,0.9598922571185906,0.665457076095165,-2.5,7.7,0.4,-0.5
Nordea,2021,17,47495,205801,175792,977,4472,-118,1167,NA,-2206,347253,4925,3831,4649,151906,570353,33503,9620,1.28,Stage3,"Impairment rate, (stage 3) gross, bp",2021,0.00671689287160758,0.00863500323483877,0.4832640332640333,0.6088387367121765,0.3608309240067116,1.687324162661989,-3.3980987925230307e-4,13.254010746370325,0.04528474544639072,Finland,93.26,92.54,61.96,1,1.1305938197764864,0.8640184586062792,-0.10173112930973104,0.9973061391913828,0.6309603830243449,2.7,7.7,2.1,-0.5
Nordea,2022,16.4,61815,217464,179803,942,4278,-112,3474,NA,-1673,347387,5664,3595,4903,145299,594844,31404,9796,0.81,Stage3,"Impairment rate, (stage 3) gross, bp",2022,0.0060436013475802,0.00952182420937254,0.5005104124132299,0.5839968126096926,0.3655815642420534,1.5974460140529008,-3.2240699853477533e-4,13.296054465277354,3.858857950831407e-4,Finland,94.68,91.71,63.47,1,1.177973359747849,0.7084418321375106,0.08826700257897856,0.9432075959426798,0.6582273981547794,0.8,6.8,7.2,0.011643835616438355
Nordea,2023,17,50622,210062,182548,902,3923,-187,12278,NA,1825,346460,7451,4934,5238,138719,584702,31225,11743,0.89,Stage3,"Impairment ratio (stage 3), gross, bp",2023,0.00843848661369381,0.01274324356680839,0.44605296772545344,0.5925411577179487,0.3592633512455918,1.6493225809522902,-5.397448478900883e-4,13.278857594715465,-0.00266849363965837,Finland,94.48,92.84,64.39,1,1.0854819523193415,0.643925220047749,-0.01548203321796135,0.8647035861835454,0.5713083797163765,-1.3,7.2,4.3,3.3075342465753423
Nordea,2024,15.8,46562,232435,188136,907,4064,-198,13486,NA,-1605,359183,7594,5059,5330,155850,623355,32436,12084,1.04,Stage3,"Impairment ratio (stage 3), gross, bp",2024,0.00811576068211532,0.01218246424589519,0.44107911287653095,0.5762093830963095,0.3728774133519423,1.545305139071138,-5.51251033595688e-4,13.342871458916855,0.0367228540091209,Finland,94.99,87.66,64.47,1,1.0632983958290223,-0.6826135848297884,-0.17655606579493172,0.19034240549961695,0.06804291506810073,0.4,8.4,1,3.73224043715847
OP Financial Group,2015,19.5,8581,51941,27706,174,878,78,1460,2486,-494,75686,1026,853,1520,41824,125145,9324,2807,0.42,Other,"Ratio of receivables more than 90 days past due to loan and guarantee portfolio, %",2015,0.00681609333173518,0.00819848975188781,0.5415033843961524,0.604786447720644,0.4150465460066323,1.4571533085616373,0.00103057368601855,11.737228344004285,NA,Finland,85.68,84.05,49.27,0,1.1543701084124758,0.9936873269892296,0.3460916649316627,1.0740287177008527,0.831383033444456,0.5,9.4,-0.2,-0.2063013698630137
OP Financial Group,2016,20.1,9361,54822,28287,169,1028,77,1141,2200,-506,79111,1058,915,1567,44101,133747,10237,2989,3.2,Other,"Doubtful receivables / loan and guarantee portfolio, %",2016,0.00684127494448473,0.00791045780466103,0.5242556038808966,0.5914973793804721,0.4098933060180789,1.4430520593922147,9.7331597375839e-4,11.803705234600155,0.04525275480273771,Finland,86.41,85.21,47.9,0,1.1220917207895271,0.8977602922424156,0.14069119611862654,1.0099260065159714,0.7201810697168565,2.6,8.9,0.4,-0.3795081967213115
OP Financial Group,2017,20.1,12937,57991,26841,145,1073,48,882,1975,-491,82731,1094,854,1773,49216,137242,11121,3115,3.4,Other,"Doubtful receivables / loan and guarantee portfolio, %",2017,0.00622258492298276,0.0079713207327203,0.5691813804173355,0.6028110928141531,0.42254557642704127,1.4266179234708831,5.801936396272255e-4,11.829501069876985,0.04575849123383602,Finland,87.41,87.19,57.51,0,1.066106242063132,0.9105503937189076,0.5197216598688187,0.9883283178910198,0.8321260985502861,3.3,8.7,0.8,-0.4
OP Financial Group,2018,20.5,12350,61327,30456,125,1012,-46,805,1974,-525,87606,1175,794,1681,52126,140382,11835,2943,1,Other,"Ratio of non-performing receivables to loan and guarantee portfolio, %",2018,0.00565599578293513,0.00837001894829821,0.5711858647638464,0.6240543659443518,0.43685800173811457,1.4285062044450243,-5.250781909914846e-4,11.852122557226664,0.05892591652464007,Finland,88.71,87.93,51.2,0,1.1145231631731036,0.8616218753898495,0.07693515743660928,0.9880725192814764,0.6843600653331875,1.2,7.5,1.2,-0.4
OP Financial Group,2019,19.5,11988,63998,34369,139,1075,-87,60,1310,-554,92017,1241,670,1903,55482,147024,12570,3181,1.1,Other,"Ratio of non-performing receivables to loan and guarantee portfolio, %",2019,0.00455707911633474,0.00844079878115137,0.598239547312166,0.6258638045489172,0.43528947654804656,1.437810556579893,-9.454774661203908e-4,11.898351117740669,0.05035043261877048,Finland,90.72,89.82,55.23,0,1.1043467222118817,0.8120154483045181,0.10262426368673146,0.9581810852581998,0.6729954780677103,1.3,6.8,1.1,-0.42876712328767125
OP Financial Group,2020,18.9,21827,70940,34706,123,1054,-225,58,1344,-662,94306,1284,641,1839,59720,160207,13112,3103,1.1,Other,"Non-performing receivables / loan and guarantee portfolio, %",2020,0.00400107361101574,0.00801463107105182,0.5926522719948437,0.5886509328556181,0.44280212475110325,1.3293769382576823,-0.00238585031705299,11.984222008042554,0.02487583816034,Finland,92.18,91.94,59.66,1,1.0765256082615755,0.8432589059756058,0.07658671404831362,0.9598922571185906,0.665457076095165,-2.5,7.7,0.4,-0.5
OP Financial Group,2021,18.2,32846,75612,34895,121,1155,-158,34,1441,-715,97662,1409,904,2007,65731,174110,14184,3616,2.4,NPE,"Ratio of non-performing exposures to exposures, %**",2021,0.00519211992418585,0.00809258514732065,0.5550331858407079,0.5609212566768135,0.43427718109241287,1.2916203777178226,-0.00161782474247916,12.067442562360643,0.03558628295124388,Finland,93.26,92.54,61.96,1,1.1305938197764864,0.8640184586062792,-0.10173112930973104,0.9973061391913828,0.6309603830243449,2.7,7.7,2.1,-0.5
OP Financial Group,2022,17.4,35004,77121,37438,121,1126,-115,211,1843,-634,99180,1618,1023,1981,72327,175516,14335,3426,2.34,NPE,"Ratio of non-performing exposures to exposures, %",2022,0.00582852845324642,0.00921853278333599,0.5782253356684179,0.5650766881651815,0.4393958385560291,1.2860310421286032,-0.00115950796531558,12.075485485823668,0.01554340480432503,Finland,94.68,91.71,63.47,1,1.177973359747849,0.7084418321375106,0.08826700257897856,0.9432075959426798,0.6582273981547794,0.8,6.8,7.2,0.011643835616438355
OP Financial Group,2023,19.2,19755,76656,37511,130,1038,-269,2609,5480,-882,99517,2871,1642,1716,73495,160391,16262,4775,2.94,NPE,"Ratio of non-performing exposures to exposures, % **",2023,0.01023748215298863,0.01790000685824017,0.3593717277486911,0.6204649886839038,0.4779320535441514,1.2982284491755374,-0.0027030557593175,11.985369863114656,0.00339786247227258,Finland,94.48,92.84,64.39,1,1.0854819523193415,0.643925220047749,-0.01548203321796135,0.8647035861835454,0.5713083797163765,-1.3,7.2,4.3,3.3075342465753423
